Calendrier	Juillet	July
Calendrier	Août	August
Calendrier	Septembre	September
Calendrier	Octobre	October
Calendrier	Novembre	Movember
Calendrier	Décembre	December
LesMatières	Dramatique	Drama
LesMatières	Chimie	Chemistry
LesMatières	Commerce	Business
LesMatières	Comptabilité	Accounting
LesMatières	Droit	Law
LesMatières	L'économie	Economics
LesMatières	Génie civil	Civil engineering
LesMatières	l'histoire	History
LesMatières	L'imformatique	Computer science
Colors	Blanc(he)	White
Colors	Bleu(e)	Blue
Colors	Brun(e)	Brown
Colors	Marron	Brown
Colors	Gris(s)	Grey
Colors	Jaune	Yellow
Colors	Noir(e)	Black
Colors	Rose	Pink
Colors	Rouge	Red
Colors	Vert(e)	Green
Questions	Qui est-ce?	Who is it?
Questions	Qu'est-ce que c'est?	What is it?
Questions	Est-ce que c'est un...?	Is it a...?
Questions	De quelle couleur est le/la...?	What color is...?
